,location,total_sqft,bath,price,bhk
2296,Electronic City,1128.0,2.0,65.0,2
2298,Electronic City,630.0,1.0,34.65,1
2299,Electronic City,1128.0,2.0,63.0,2
2300,Electronic City,1599.0,3.0,125.0,3
2301,Electronic City,1599.0,3.0,99.0,3
2304,Electronic City,1070.0,2.0,55.0,2
2307,Electronic City,1128.0,2.0,68.75,2
2308,Electronic City,1342.0,2.0,73.3,2
2312,Electronic City,1691.0,2.0,102.0,3
2313,Electronic City,1128.0,2.0,65.49,2
2316,Electronic City,1070.0,2.0,56.1,2
2317,Electronic City,2000.0,4.0,120.0,4
2318,Electronic City,890.0,2.0,45.0,2
2319,Electronic City,1128.0,2.0,65.65,2
2320,Electronic City,865.0,2.0,42.0,2
2324,Electronic City,1360.0,2.0,75.0,3
2325,Electronic City,770.0,1.0,40.0,2
2326,Electronic City,1128.0,2.0,64.0,2
2327,Electronic City,1070.0,2.0,54.0,2
2329,Electronic City,1571.0,3.0,89.0,3
2332,Electronic City,630.0,1.0,47.0,1
2336,Electronic City,1128.0,2.0,65.35,2
2337,Electronic City,1128.0,2.0,65.0,2
2342,Electronic City,1563.0,3.0,91.84,3
2345,Electronic City,1025.0,2.0,54.5,2
2352,Electronic City,1128.0,2.0,68.0,2
2353,Electronic City,700.0,1.0,35.0,1
2356,Electronic City,1571.0,3.0,105.0,3
2360,Electronic City,1600.0,3.0,104.0,3
2362,Electronic City,1500.0,2.0,100.0,3
2366,Electronic City,1152.0,2.0,65.0,2
2367,Electronic City,1070.0,2.0,60.0,2
2368,Electronic City,1128.0,2.0,65.5,2
2369,Electronic City,1200.0,2.0,59.0,2
2370,Electronic City,1152.0,2.0,65.75,2
2372,Electronic City,1070.0,2.0,55.0,2
2373,Electronic City,1060.0,2.0,58.0,2
2374,Electronic City,1025.0,2.0,54.1,2
2380,Electronic City,1213.0,2.0,59.32,2
2381,Electronic City,1575.0,3.0,90.0,3
2382,Electronic City,435.0,1.0,19.5,1
2383,Electronic City,1449.0,3.0,100.0,3
2385,Electronic City,1125.0,2.0,58.0,2
2387,Electronic City,1575.0,3.0,101.0,3
2389,Electronic City,550.0,1.0,12.0,1
2392,Electronic City,1363.0,2.0,79.0,2
2395,Electronic City,1108.0,2.0,67.15,2
2397,Electronic City,1128.0,2.0,65.7,2
2399,Electronic City,1060.0,2.0,51.0,2
2401,Electronic City,1650.0,3.0,100.0,3
2403,Electronic City,1025.0,2.0,49.0,2
2405,Electronic City,1449.0,3.0,90.0,3
2407,Electronic City,1070.0,2.0,58.0,2
2411,Electronic City,1070.0,2.0,52.0,2
2413,Electronic City,630.0,1.0,47.0,1
2418,Electronic City,1073.0,2.0,60.0,2
2422,Electronic City,1296.0,2.0,65.0,2
2423,Electronic City,1140.0,2.0,70.93,2
2430,Electronic City,1025.0,2.0,53.9,2
2431,Electronic City,940.0,2.0,54.0,2
2432,Electronic City,435.0,1.0,21.0,1
2435,Electronic City,1355.0,2.0,67.0,2
2438,Electronic City,435.0,1.0,22.0,1
2440,Electronic City,1039.0,2.0,50.0,2
2441,Electronic City,770.0,1.0,39.9,2
2443,Electronic City,1128.0,2.0,64.0,2
2444,Electronic City,605.0,1.0,13.31,1
2446,Electronic City,530.0,1.0,13.5,1
2447,Electronic City,1070.0,2.0,53.0,2
2453,Electronic City,1652.0,3.0,110.0,3
2457,Electronic City,1128.0,2.0,65.58,2
2458,Electronic City,1355.0,2.0,97.6,2
2459,Electronic City,635.0,1.0,28.0,1
2460,Electronic City,1128.0,2.0,65.4,2
2463,Electronic City,1355.0,2.0,72.9,2
2468,Electronic City,1609.0,3.0,115.0,3
2474,Electronic City,1108.0,2.0,63.0,2
2475,Electronic City,630.0,1.0,40.5,1
2478,Electronic City,605.0,1.0,22.0,1
2483,Electronic City,635.0,1.0,28.0,1
2484,Electronic City,1128.0,2.0,65.45,2
2491,Electronic City,630.0,1.0,46.0,1
2494,Electronic City,630.0,1.0,33.7,1
2498,Electronic City,1400.0,3.0,90.0,3
2500,Electronic City,1258.0,2.0,85.5,2
2501,Electronic City,1386.0,2.0,85.0,2
2502,Electronic City,550.0,1.0,27.0,1
2503,Electronic City,1025.0,2.0,50.0,2
2505,Electronic City,1070.0,2.0,55.0,2
2506,Electronic City,1342.0,2.0,72.0,2
2507,Electronic City,1275.0,3.0,70.0,3
2508,Electronic City,770.0,1.0,38.0,2
2513,Electronic City,1644.0,3.0,92.59,3
2514,Electronic City,1250.0,2.0,62.0,2
2517,Electronic City,418.0,1.0,12.0,1
2518,Electronic City,1128.0,2.0,64.8,2
2521,Electronic City,1060.0,2.0,55.0,2
2522,Electronic City,710.0,1.0,40.42,1
2527,Electronic City,1090.0,2.0,31.48,1
2530,Electronic City,1060.0,2.0,55.0,2
2532,Electronic City,1353.0,2.0,75.0,2
2534,Electronic City,1128.0,2.0,67.0,2
2535,Electronic City,1070.0,2.0,57.0,2
2538,Electronic City,750.0,1.0,35.0,1
2540,Electronic City,1070.0,2.0,60.0,2
2545,Electronic City,1615.0,3.0,97.0,3
2547,Electronic City,1221.0,2.0,68.0,2
2550,Electronic City,995.0,2.0,48.0,2
2551,Electronic City,1342.0,2.0,90.0,2
2553,Electronic City,1128.0,2.0,63.5,2
2554,Electronic City,589.0,1.0,29.0,1
2557,Electronic City,1575.0,3.0,94.5,3
2559,Electronic City,1025.0,2.0,54.0,2
2563,Electronic City,2093.0,4.0,134.0,4
2565,Electronic City,1355.0,2.0,73.0,2
2567,Electronic City,1060.0,2.0,52.0,2
2568,Electronic City Phase II,1056.0,2.0,39.07,2
2569,Electronic City Phase II,1020.0,2.0,30.6,2
2570,Electronic City Phase II,1069.0,2.0,45.0,2
2571,Electronic City Phase II,630.0,1.0,28.35,1
2573,Electronic City Phase II,1000.0,2.0,25.0,2
2574,Electronic City Phase II,1090.0,2.0,28.34,2
2576,Electronic City Phase II,630.0,1.0,40.0,1
2577,Electronic City Phase II,2400.0,3.0,150.0,2
2579,Electronic City Phase II,775.0,2.0,38.0,2
2580,Electronic City Phase II,1266.0,2.0,59.0,2
2581,Electronic City Phase II,1000.0,2.0,28.88,2
2584,Electronic City Phase II,972.0,2.0,44.0,2
2586,Electronic City Phase II,1031.0,2.0,55.0,2
2587,Electronic City Phase II,1003.0,2.0,40.6,2
2588,Electronic City Phase II,1031.0,2.0,56.35,2
2590,Electronic City Phase II,1205.0,2.0,75.0,2
2591,Electronic City Phase II,1395.0,2.0,62.78,3
2592,Electronic City Phase II,1160.0,2.0,33.5,2
2593,Electronic City Phase II,1065.0,2.0,30.75,2
2594,Electronic City Phase II,1219.0,2.0,61.25,2
2596,Electronic City Phase II,1000.0,2.0,28.88,2
2597,Electronic City Phase II,1790.0,3.0,100.0,3
2598,Electronic City Phase II,769.0,2.0,40.0,2
2600,Electronic City Phase II,900.0,2.0,32.5,2
2603,Electronic City Phase II,993.0,2.0,50.0,3
2604,Electronic City Phase II,1418.0,3.0,52.47,3
2605,Electronic City Phase II,1070.0,2.0,45.0,2
2608,Electronic City Phase II,1140.0,2.0,33.06,2
2609,Electronic City Phase II,1089.0,2.0,32.67,2
2610,Electronic City Phase II,1031.0,2.0,55.0,2
2611,Electronic City Phase II,1253.0,2.0,65.8,2
2613,Electronic City Phase II,1160.0,2.0,33.5,2
2614,Electronic City Phase II,975.0,2.0,45.0,3
2616,Electronic City Phase II,1116.0,2.0,37.0,2
2617,Electronic City Phase II,1125.0,2.0,29.25,2
2618,Electronic City Phase II,1000.0,2.0,28.88,2
2619,Electronic City Phase II,1000.0,2.0,28.88,2
2620,Electronic City Phase II,1000.0,2.0,28.88,2
2621,Electronic City Phase II,1165.0,2.0,30.29,2
2623,Electronic City Phase II,1031.0,2.0,53.0,2
2625,Electronic City Phase II,1065.0,2.0,30.88,2
2627,Electronic City Phase II,1549.0,3.0,80.0,3
2628,Electronic City Phase II,1065.0,2.0,56.13,2
2630,Electronic City Phase II,920.0,2.0,26.0,2
2631,Electronic City Phase II,1140.0,2.0,33.84,2
2632,Electronic City Phase II,1219.0,2.0,61.26,2
2633,Electronic City Phase II,1252.0,2.0,65.0,3
2634,Electronic City Phase II,1125.0,2.0,32.49,2
2636,Electronic City Phase II,1286.0,2.0,69.0,2
2638,Electronic City Phase II,1140.0,2.0,32.92,2
2639,Electronic City Phase II,1116.0,2.0,40.0,2
2640,Electronic City Phase II,1150.0,3.0,46.0,3
2641,Electronic City Phase II,1192.0,2.0,47.0,3
2643,Electronic City Phase II,1020.0,2.0,32.0,2
2644,Electronic City Phase II,1900.0,3.0,97.0,4
2645,Electronic City Phase II,1020.0,2.0,27.43,2
2646,Electronic City Phase II,1025.0,2.0,26.65,2
2647,Electronic City Phase II,1020.0,2.0,29.45,2
2648,Electronic City Phase II,1000.0,2.0,28.88,2
2650,Electronic City Phase II,1140.0,2.0,28.5,2
2651,Electronic City Phase II,1125.0,2.0,32.49,2
2652,Electronic City Phase II,1200.0,2.0,34.65,2
2653,Electronic City Phase II,1160.0,2.0,52.2,2
2654,Electronic City Phase II,1244.0,2.0,55.0,2
2655,Electronic City Phase II,1160.0,2.0,33.51,2
2658,Electronic City Phase II,972.0,2.0,40.0,2
2659,Electronic City Phase II,1160.0,2.0,33.51,2
2661,Electronic City Phase II,1090.0,2.0,31.48,2
2662,Electronic City Phase II,1140.0,2.0,32.92,2
2663,Electronic City Phase II,650.0,1.0,35.0,1
2664,Electronic City Phase II,1155.0,2.0,57.0,2
2665,Electronic City Phase II,1800.0,3.0,92.0,3
2666,Electronic City Phase II,1300.0,2.0,28.0,2
2667,Electronic City Phase II,1940.0,4.0,116.0,3
2668,Electronic City Phase II,1160.0,2.0,33.5,2
2669,Electronic City Phase II,1025.0,2.0,29.6,2
2670,Electronic City Phase II,829.0,2.0,22.8,2
2672,Electronic City Phase II,1252.0,2.0,67.0,2
2674,Electronic City Phase II,1125.0,2.0,32.63,2
2675,Electronic City Phase II,1140.0,2.0,34.0,2
2678,Electronic City Phase II,1252.0,2.0,65.0,3
2679,Electronic City Phase II,1135.0,2.0,46.0,2
2680,Electronic City Phase II,1305.0,3.0,65.0,3
2681,Electronic City Phase II,1165.0,2.0,33.64,2
2683,Electronic City Phase II,1336.0,2.0,50.35,3
2684,Electronic City Phase II,575.0,1.0,16.75,1
2685,Electronic City Phase II,925.0,2.0,49.82,3
2686,Electronic City Phase II,1065.0,2.0,30.76,2
2687,Electronic City Phase II,1065.0,2.0,30.75,2
2688,Electronic City Phase II,1140.0,2.0,33.06,2
2689,Electronic City Phase II,911.0,2.0,26.5,2
2690,Electronic City Phase II,1200.0,2.0,34.65,2
2691,Electronic City Phase II,1031.0,2.0,54.48,2
2701,Electronics City Phase 1,630.0,1.0,39.0,1
2702,Electronics City Phase 1,785.0,1.0,55.0,1
2708,Electronics City Phase 1,2040.0,3.0,137.0,3
2710,Electronics City Phase 1,1015.0,2.0,56.0,2
2715,Electronics City Phase 1,1340.0,2.0,75.0,2
2716,Electronics City Phase 1,650.0,1.0,23.0,1
2719,Electronics City Phase 1,755.0,1.0,42.41,1
2721,Electronics City Phase 1,580.0,1.0,27.0,1
2725,Electronics City Phase 1,1175.0,2.0,69.0,2
2732,Electronics City Phase 1,635.0,1.0,26.0,1
2733,Electronics City Phase 1,1190.0,2.0,68.0,2
2737,Electronics City Phase 1,360.0,1.0,16.9,1
2738,Electronics City Phase 1,638.0,1.0,32.0,1
2739,Electronics City Phase 1,1175.0,2.0,64.98,2
2740,Electronics City Phase 1,585.0,1.0,21.0,1
2743,Electronics City Phase 1,1025.0,2.0,90.0,2
2744,Electronics City Phase 1,1125.0,2.0,65.0,2
2747,Electronics City Phase 1,645.0,1.0,42.5,1
2749,Electronics City Phase 1,762.5,1.0,45.4,1
2750,Electronics City Phase 1,1245.0,2.0,75.0,2
2758,Electronics City Phase 1,1170.0,2.0,62.0,2
2774,Electronics City Phase 1,640.0,1.0,45.0,1
2778,Electronics City Phase 1,755.0,1.0,30.12,1
2780,Electronics City Phase 1,1700.0,3.0,111.0,3
2781,Frazer Town,1625.0,2.0,75.0,2
2782,Frazer Town,1700.0,3.0,180.0,3
2785,Frazer Town,1870.0,3.0,185.0,3
2786,Frazer Town,1750.0,3.0,150.0,3
2788,Frazer Town,2000.0,3.0,200.0,3
2789,Frazer Town,3500.0,4.0,330.0,3
2790,Frazer Town,2350.0,4.0,285.0,3
2791,Frazer Town,2350.0,2.0,423.0,5
2792,Frazer Town,1550.0,2.0,140.0,2
2794,Frazer Town,2560.0,3.0,265.0,3
2795,Frazer Town,2400.0,3.0,260.0,3
2796,Frazer Town,2560.0,3.0,288.0,3
2799,Frazer Town,1315.0,2.0,140.0,2
2800,Frazer Town,1706.0,3.0,154.0,3
2801,Frazer Town,2079.0,3.0,220.0,3
2804,Frazer Town,560.0,1.0,90.0,1
2805,Frazer Town,3100.0,3.0,400.0,3
2807,Frazer Town,1180.0,2.0,105.0,2
2808,Frazer Town,2900.0,4.0,325.0,4
2809,Frazer Town,2801.25,4.0,462.0,5
2810,Frazer Town,1200.0,2.0,78.0,2
2811,Frazer Town,2214.0,3.0,350.0,3
2812,Frazer Town,1870.0,3.0,180.0,3
2813,Frazer Town,4100.0,4.0,660.0,4
2814,Frazer Town,896.0,1.0,100.0,1
2815,Frazer Town,1420.0,2.0,120.0,2
2816,GM Palaya,1820.0,2.0,86.0,3
2817,GM Palaya,1000.0,2.0,36.0,2
2818,GM Palaya,1225.0,2.0,47.0,2
2819,GM Palaya,1140.0,2.0,48.95,2
2820,GM Palaya,1315.0,2.0,65.0,3
2821,GM Palaya,1030.0,2.0,60.0,2
2822,GM Palaya,1000.0,2.0,35.0,2
2823,GM Palaya,1315.0,3.0,65.0,3
2824,GM Palaya,1315.0,3.0,64.0,3
2825,GM Palaya,1735.0,3.0,70.0,3
2826,GM Palaya,1643.0,2.0,70.0,3
2827,GM Palaya,675.0,1.0,35.0,1
2828,Garudachar Palya,1325.0,2.0,60.8,3
2829,Garudachar Palya,1060.0,2.0,48.7,2
2830,Garudachar Palya,1960.0,3.0,160.0,3
2831,Garudachar Palya,1150.0,2.0,52.75,2
2832,Garudachar Palya,1295.0,2.0,59.5,3
2833,Garudachar Palya,1320.0,2.0,60.6,3
2834,Garudachar Palya,1295.0,2.0,59.5,3
2835,Garudachar Palya,1150.0,2.0,52.8,2
2836,Garudachar Palya,1150.0,2.0,52.8,2
2837,Garudachar Palya,4500.0,5.0,400.0,4
2838,Garudachar Palya,1060.0,2.0,48.5,2
2839,Garudachar Palya,1150.0,2.0,52.5,2
2840,Garudachar Palya,1325.0,2.0,60.8,3
2841,Garudachar Palya,1060.0,2.0,48.66,2
2842,Garudachar Palya,1150.0,2.0,52.0,2
2843,Garudachar Palya,1610.0,2.0,119.0,3
2844,Garudachar Palya,1154.0,2.0,51.8,2
2846,Giri Nagar,2400.0,4.0,400.0,4
2847,Giri Nagar,1800.0,3.0,252.0,3
2848,Giri Nagar,650.0,2.0,42.0,2
2849,Giri Nagar,4500.0,5.0,250.0,7
2850,Giri Nagar,1350.0,3.0,240.0,3
2851,Giri Nagar,2400.0,4.0,400.0,4
2852,Giri Nagar,3000.0,4.0,375.0,6
2853,Giri Nagar,2400.0,6.0,400.0,6
2854,Giri Nagar,4000.0,3.0,750.0,4
2855,Giri Nagar,600.0,1.0,125.0,1
2856,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2857,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2859,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2861,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2862,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2863,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2864,Gollarapalya Hosahalli,996.0,2.0,49.0,2
2865,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2866,Gollarapalya Hosahalli,996.0,2.0,36.5,2
2867,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2868,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2869,Gottigere,1100.0,2.0,40.0,2
2870,Gottigere,967.0,2.0,45.0,2
2871,Gottigere,891.0,2.0,25.0,2
2872,Gottigere,1618.0,3.0,82.5,3
2873,Gottigere,1222.0,2.0,63.0,2
2874,Gottigere,1200.0,2.0,95.0,2
2876,Gottigere,1300.0,3.0,65.0,3
2877,Gottigere,950.0,2.0,38.0,2
2878,Gottigere,1153.0,2.0,48.5,2
2879,Gottigere,812.0,1.0,26.0,1
2881,Gottigere,1460.0,2.0,65.0,3
2882,Gottigere,1500.0,3.0,70.0,3
2883,Gottigere,1621.0,3.0,72.0,3
2884,Gottigere,1304.0,3.0,80.0,3
2885,Gottigere,812.0,1.0,26.0,1
2886,Gottigere,990.0,2.0,40.0,2
2887,Gottigere,1235.0,2.0,63.0,2
2888,Gottigere,1385.0,3.0,64.0,3
2889,Gottigere,1000.0,2.0,35.0,2
2890,Gottigere,1075.0,2.0,30.0,2
2891,Gottigere,1010.0,2.0,35.0,2
2893,Gottigere,1410.0,2.0,45.0,2
2894,Gottigere,1380.0,2.0,95.0,3
2896,Gottigere,1435.0,2.0,62.0,3
2897,Gottigere,945.0,2.0,45.0,2
2898,Gottigere,1500.0,4.0,100.0,5
2901,Gottigere,1230.0,2.0,52.0,3
2902,Gottigere,1120.0,2.0,50.0,2
2903,Gottigere,1500.0,3.0,63.0,3
2904,Gottigere,1200.0,2.0,40.0,2
2905,Gottigere,1280.0,2.0,61.0,2
2906,Gottigere,1806.0,1.0,150.0,1
2907,Gottigere,1205.0,2.0,56.58,2
2908,Gottigere,1170.0,2.0,40.0,2
2909,Gottigere,1100.0,2.0,28.0,2
2911,Gottigere,1613.0,3.0,72.0,3
2912,Gottigere,1493.0,2.0,90.0,3
2913,Gottigere,1110.0,2.0,36.25,2
2914,Gottigere,1245.0,2.0,59.0,2
2915,Gottigere,1200.0,2.0,50.0,2
2916,Green Glen Layout,1575.0,3.0,125.0,3
2917,Green Glen Layout,1670.0,3.0,120.0,3
2918,Green Glen Layout,3250.0,4.0,230.0,4
2919,Green Glen Layout,1776.42,3.0,105.0,3
2920,Green Glen Layout,3250.0,4.0,230.0,4
2921,Green Glen Layout,940.0,2.0,56.8,2
2922,Green Glen Layout,1050.0,2.0,48.0,2
2923,Green Glen Layout,1725.0,3.0,130.0,3
2924,Green Glen Layout,1075.0,2.0,60.0,2
2925,Green Glen Layout,1485.0,3.0,115.0,3
2926,Green Glen Layout,1715.0,3.0,115.0,3
2927,Green Glen Layout,1751.0,2.0,115.0,3
2928,Green Glen Layout,1750.0,3.0,130.0,3
2929,Green Glen Layout,1530.0,3.0,105.0,3
2930,Green Glen Layout,1630.0,3.0,68.0,3
2931,Green Glen Layout,1752.0,3.0,105.0,3
2932,Green Glen Layout,1680.0,4.0,95.0,3
2933,Green Glen Layout,2000.0,3.0,165.0,3
2934,Green Glen Layout,1970.0,3.0,160.0,3
2935,Green Glen Layout,1728.0,3.0,125.0,3
2936,Green Glen Layout,1645.0,3.0,110.0,3
2937,Green Glen Layout,1517.0,3.0,100.0,3
2938,Green Glen Layout,3150.0,4.0,218.0,4
2940,Green Glen Layout,1750.0,3.0,120.0,3
2941,Green Glen Layout,1740.0,3.0,80.0,3
2942,Green Glen Layout,1750.0,3.0,81.0,3
2943,Green Glen Layout,1751.0,3.0,115.0,3
2944,Green Glen Layout,1750.0,3.0,105.0,3
2945,Green Glen Layout,1885.0,3.0,135.0,3
2946,Green Glen Layout,1625.0,3.0,70.0,3
2947,Green Glen Layout,1715.0,3.0,120.0,3
2948,Green Glen Layout,1623.29,2.0,105.0,3
2949,Green Glen Layout,1715.0,3.0,115.0,3
2950,Green Glen Layout,1715.0,3.0,105.0,3
2951,Green Glen Layout,1600.0,3.0,105.0,3
2952,Green Glen Layout,1717.0,3.0,125.0,3
2953,Green Glen Layout,1250.0,2.0,75.0,2
2954,Green Glen Layout,1715.0,3.0,112.0,3
2955,Gubbalala,1470.0,2.0,82.0,3
2956,Gubbalala,1745.0,3.0,125.0,3
2957,Gubbalala,1745.0,3.0,104.0,3
2958,Gubbalala,1745.0,3.0,115.0,3
2959,Gubbalala,1745.0,3.0,110.0,3
2962,Gubbalala,2570.0,4.0,141.0,5
2963,Gubbalala,1008.0,2.0,32.25,2
2964,Gubbalala,1205.0,2.0,70.0,2
2966,Gubbalala,5000.0,4.0,425.0,4
2967,Gubbalala,1435.0,2.0,80.0,3
2968,Gubbalala,1475.0,2.0,80.0,2
2969,Gubbalala,1223.0,2.0,42.81,2
2972,Gubbalala,1100.0,2.0,49.5,2
2973,Gubbalala,1060.0,2.0,46.0,2
2974,Gubbalala,2000.0,3.0,125.0,3
2975,Gubbalala,2500.0,6.0,88.0,6
2977,Gubbalala,1745.0,3.0,140.0,3
2978,Gubbalala,1745.0,3.0,130.0,3
2979,Gubbalala,1285.0,2.0,90.0,2
2980,Gunjur,1140.0,2.0,43.0,2
2981,Gunjur,1356.0,2.0,66.0,3
2982,Gunjur,1600.0,3.0,75.0,3
2984,Gunjur,1140.0,2.0,49.11,2
2985,Gunjur,1195.0,2.0,44.0,2
2986,Gunjur,1190.0,2.0,40.0,2
2987,Gunjur,1457.0,2.0,60.0,2
2988,Gunjur,1080.0,2.0,41.0,2
2991,Gunjur,1175.0,2.0,43.48,2
2992,Gunjur,1362.0,3.0,62.63,3
2993,Gunjur,1071.0,2.0,51.0,2
2994,Gunjur,1063.0,2.0,40.0,2
2995,Gunjur,1235.0,2.0,52.76,2
2996,Gunjur,1362.0,3.0,62.63,3
2997,Gunjur,1362.0,3.0,62.63,3
2998,Gunjur,1588.0,2.0,90.0,3
2999,Gunjur,1235.0,2.0,44.5,2
3000,Gunjur,1457.0,2.0,60.0,2
3001,HAL 2nd Stage,1226.0,3.0,135.0,2
3002,HAL 2nd Stage,1490.0,2.0,300.0,3
3003,HAL 2nd Stage,2100.0,3.0,252.0,3
3004,HAL 2nd Stage,600.0,3.0,145.0,2
3005,HAL 2nd Stage,2700.0,3.0,500.0,3
3006,HAL 2nd Stage,1600.0,3.0,125.0,3
3007,HAL 2nd Stage,2400.0,4.0,650.0,4
3008,HAL 2nd Stage,2280.0,4.0,615.0,4
3009,HAL 2nd Stage,2040.0,4.0,500.0,5
3012,HBR Layout,1200.0,4.0,120.0,4
3013,HBR Layout,1200.0,2.0,60.0,2
3014,HBR Layout,1004.0,2.0,49.0,2
3017,HBR Layout,1089.0,2.0,60.0,2
3018,HBR Layout,2400.0,5.0,320.0,4
3020,HBR Layout,1198.0,2.0,65.0,2
3021,HBR Layout,1200.0,4.0,115.0,4
3022,HBR Layout,1800.0,2.0,230.0,3
3023,HBR Layout,1068.0,2.0,43.0,2
3024,HBR Layout,1200.0,2.0,120.0,2
3025,HBR Layout,900.0,2.0,145.0,2
3026,HBR Layout,1832.0,3.0,160.0,3
3027,HRBR Layout,2000.0,4.0,300.0,4
3028,HRBR Layout,1374.0,2.0,95.0,2
3029,HRBR Layout,1440.0,2.0,98.0,2
3031,HRBR Layout,2800.0,3.0,250.0,3
3032,HRBR Layout,1210.0,2.0,75.0,2
3033,HRBR Layout,1200.0,2.0,170.0,4
3034,HRBR Layout,1265.0,2.0,78.0,2
3035,HRBR Layout,1200.0,3.0,180.0,4
3036,HRBR Layout,1170.0,2.0,75.0,2
3038,HRBR Layout,1900.0,3.0,90.0,4
3039,HRBR Layout,1625.0,3.0,120.0,3
3040,HRBR Layout,1301.0,2.0,120.0,2
3041,HRBR Layout,1145.0,2.0,68.5,2
3042,HRBR Layout,1300.0,2.0,90.0,2
3044,HSR Layout,1372.0,2.0,68.0,2
3046,HSR Layout,1475.0,3.0,75.0,3
3047,HSR Layout,1467.0,2.0,55.0,2
3048,HSR Layout,1140.0,2.0,46.0,2
3049,HSR Layout,1372.0,2.0,61.0,2
3050,HSR Layout,1750.0,3.0,95.0,3
3052,HSR Layout,1027.0,2.0,44.0,2
3053,HSR Layout,1650.0,3.0,110.0,3
3054,HSR Layout,1140.0,2.0,46.0,2
3055,HSR Layout,1372.0,2.0,61.0,2
3056,HSR Layout,1140.0,2.0,46.0,2
3057,HSR Layout,1185.0,2.0,60.0,2
3058,HSR Layout,1127.0,2.0,68.0,2
3059,HSR Layout,1600.0,2.0,115.0,3
3060,HSR Layout,1145.0,2.0,48.0,2
3061,HSR Layout,1009.0,2.0,56.0,2
3062,HSR Layout,2792.0,4.0,220.0,4
3063,HSR Layout,1300.0,2.0,98.0,2
3065,HSR Layout,1140.0,2.0,46.0,2
3066,HSR Layout,1126.0,2.0,69.0,2
3068,HSR Layout,1140.0,2.0,46.0,2
3069,HSR Layout,1145.0,2.0,46.0,2
3070,HSR Layout,1142.0,2.0,65.0,2
3071,HSR Layout,3500.0,5.0,350.0,5
3072,HSR Layout,1145.0,2.0,46.0,2
3073,HSR Layout,2020.0,3.0,160.0,3
3074,HSR Layout,1844.0,3.0,95.0,3
3075,HSR Layout,1203.0,2.0,72.0,2
3076,HSR Layout,1140.0,2.0,46.0,2
3077,HSR Layout,4200.0,5.0,245.0,5
3078,HSR Layout,1140.0,2.0,46.0,2
3079,HSR Layout,1145.0,2.0,46.0,2
3080,HSR Layout,1009.0,2.0,56.0,2
3081,HSR Layout,1145.0,2.0,46.0,2
3082,HSR Layout,1100.0,2.0,44.0,2
3083,HSR Layout,1203.0,2.0,60.0,2
3084,HSR Layout,1590.0,2.0,135.0,3
3085,HSR Layout,1120.0,2.0,70.0,2
3086,HSR Layout,1140.0,2.0,46.0,2
3087,HSR Layout,1289.0,2.0,70.0,2
3088,HSR Layout,1844.0,3.0,89.0,3
3089,HSR Layout,1203.0,2.0,60.0,2
3090,HSR Layout,1140.0,2.0,46.0,2
3091,Haralur Road,1240.0,2.0,70.0,2
3092,Haralur Road,1027.0,2.0,44.0,2
3094,Haralur Road,2650.0,4.0,198.0,4
3096,Haralur Road,1194.0,2.0,47.0,2
3097,Haralur Road,3385.0,5.0,260.0,4
3098,Haralur Road,1202.0,2.0,53.0,2
3099,Haralur Road,1056.0,2.0,61.0,2
3101,Haralur Road,1810.0,3.0,100.0,3
3102,Haralur Road,1194.0,2.0,46.0,2
3104,Haralur Road,1225.0,2.0,67.38,2
3105,Haralur Road,1243.0,2.0,46.0,2
3106,Haralur Road,1027.0,2.0,44.0,2
3107,Haralur Road,1920.0,3.0,115.0,3
3108,Haralur Road,1875.0,3.0,110.0,3
3109,Haralur Road,2750.0,4.0,220.0,4
3110,Haralur Road,1194.0,2.0,47.0,2
3111,Haralur Road,1140.0,2.0,43.0,2
3112,Haralur Road,1027.0,2.0,44.0,2
3113,Haralur Road,1194.0,2.0,46.0,2
3114,Haralur Road,1455.0,2.0,145.0,2
3115,Haralur Road,2017.0,3.0,125.0,3
3116,Haralur Road,1140.0,2.0,43.0,2
3117,Haralur Road,1875.0,3.0,110.0,3
3118,Haralur Road,1092.0,2.0,44.0,2
3119,Haralur Road,2475.0,4.0,130.0,3
3120,Haralur Road,1300.0,2.0,73.0,2
3121,Haralur Road,1194.0,2.0,47.0,2
3122,Haralur Road,1243.0,2.0,46.0,2
3123,Haralur Road,1850.0,3.0,110.0,3
3124,Haralur Road,1225.0,2.0,67.38,2
3125,Haralur Road,1243.0,2.0,46.0,2
3126,Haralur Road,3400.0,5.0,240.0,4
3127,Haralur Road,1464.0,2.0,56.0,2
3128,Haralur Road,1230.0,2.0,78.0,2
3129,Haralur Road,1000.0,2.0,44.0,2
3131,Haralur Road,1300.0,2.0,79.0,2
3132,Haralur Road,1444.0,2.0,80.0,3
3133,Haralur Road,1088.0,2.0,68.0,2
3134,Haralur Road,1027.0,2.0,44.0,2
3136,Haralur Road,1225.0,2.0,70.0,2
3138,Haralur Road,1194.0,2.0,46.0,2
3139,Haralur Road,1000.0,2.0,78.0,2
